From	To
Q9BXR3	ERVK-6
Q14863	POU6F1
Q9UBT6	POLK
Q15166	PON3
Q6NTF9	RHBDD2
O75817	POP7
Q9H8P0	SRD5A3
P50336	PPOX
Q6NYC8	PPP1R18
Q9UD71	PPP1R1B
Q8TAP8	PPP1R35
Q8NI37	PPTC7
P50897	PPT1
Q9Y520	PRRC2C
O60831	PRAF2
Q9NQV6	PRDM10
Q9HCU5	PREB
Q6NWY9	PRPF40B
Q06830	PRDX1
Q96I23	PYURF
H0Y7S4	PRAMEF26
A0A0G2JMD5	PRAMEF33
Q8TCU6	PREX1
O43663	PRC1
Q5JSZ5	PRRC2B
P49683	PRLHR
Q96MT3	PRICKLE1
Q2TBC4	PRICKLE4
O75360	PROP1
P21108	PRPS1L1
Q9UMS4	PRPF19
Q13523	PRPF4B
P58294	PROK1
Q6P2Q9	PRPF8
P04280	PRB1
Q9Y4F9	RIPOR2
Q5FWE3	PRRT3
P55036	PSMD4
P11464	PSG1
Q15238	PSG5
O43242	PSMD3
P49810	PSEN2
O15172	PSPHP1
Q9BT73	PSMG3
P12272	PTHLH
P46778	RPL21
Q13882	PTK6
P31939	ATIC
Q9H0K6	PUS7L
Q3MIT2	PUS10
Q92530	PSMF1
Q6PGN9	PSRC1
P49768	PSEN1
Q6P5R6	RPL22L1
P35268	RPL22
P62750	RPL23A
P62829	RPL23
O75475	PSIP1
Q9UQ72	PSG11
Q15008	PSMD6
O95456	PSMG1
O60542	PSPN
O00233	PSMD9
Q06323	PSME1
Q13308	PTK7
Q3SYG4	BBS9
Q96QR8	PURB
Q6NUJ5	PWWP2B
Q9BRX8	PRXL2A
P11217	PYGM
Q9Y3Y4	PYGO1
Q9BRQ0	PYGO2
Q9BQ49	SMIM7
Q99835	SMO
P54920	NAPA
H3BR10	SMLR1
O94964	SOGA1
P04179	SOD2
O75940	SMNDC1
P0CW21	SPART-AS1
Q15513	SPHAR
Q9NYA1	SPHK1
Q9NRA0	SPHK2
P51688	SGSH
P17947	SPI1
O75830	SERPINI2
Q9C030	TRIM6
Q9C026	TRIM9
Q15650	TRIP4
Q15654	TRIP6
Q15643	TRIP11
Q9Y5K1	SPO11
Q9HCB6	SPON1
Q8IYL2	TRMT44
O43791	SPOP
Q8N9U9	SPANXA2-OT1
P35321	SPRR1A
P35326	SPRR2A
P35325	SPRR2B
Q96RM1	SPRR2F
Q9BYE4	SPRR2G
Q7Z699	SPRED1
Q32P41	TRMT5
Q96PI1	SPRR4
A0A1B0GTR4	SPRR5
Q96BD6	SPSB1
Q7Z5L4	SPATA19
Q8TB22	SPATA20
Q6PJ21	SPSB3
P52788	SMS
Q5T0L3	SPATA46
A0A0U1RRN3	SPTY2D1OS
Q969W0	SPTSSA
O00267	SUPT5H
Q01082	SPTBN1
O43609	SPRY1
Q9BT56	SPX
Q9C004	SPRY4
Q13501	SQSTM1
Q9Y6N5	SQOR
Q8N5C6	SRBD1
A1L4H1	SSC5D
P12931	SRC
Q7Z6B7	SRGAP1
P0DJJ0	SRGAP2C
P37108	SRP14
P61011	SRP54
Q9UHB9	SRP68
Q9Y5M8	SRPRB
O60687	SRPX2
Q9UPE1	SRPK3
B3KS81	SRRM5
Q9UHV2	SERTAD1
Q07955	SRSF1
Q9GZT4	SRR
Q9BRL6	SRSF8
Q13242	SRSF9
O60232	SSSCA1
Q9BWW4	SSBP3
Q9BWG4	SSBP4
Q04837	SSBP1
Q9NQ55	PPAN
Q8WYL5	SSH1
Q76I76	SSH2
Q8WWF3	SSMEM1
P30874	SSTR2
P32745	SSTR3
P31391	SSTR4
O43760	SYNGR2
Q9UPR3	SMG5
O95473	SYNGR4
P53814	SMTN
P02814	SMR3B
Q9NPB0	SAYSD1
Q96E16	SMIM19
Q96L92	SNX27
Q9Y5X0	SNX10
Q8WXH5	SOCS4
Q9UNH6	SNX7
P01242	GH2
O00300	TNFRSF11B
P35270	SPR
Q14515	SPARCL1
Q7Z698	SPRED2
Q5BIV9	SPRN
Q2MJR0	SPRED3
Q8TCT7	SPPL2B
Q8IUH8	SPPL2C
Q8TCT6	SPPL3
Q9H040	SPRTN
Q8WW59	SPRYD4
Q5W111	SPRYD7
Q99611	SEPHS2
P49903	SEPHS1
Q9UET6	FTSJ1
Q9NUQ6	SPATS2L
Q9P272	TRMT9B
Q7Z6I5	SPATA12
Q96N96	SPATA13
Q96LK8	SPATA32
Q96N06	SPATA33
Q537H7	SPATA45
A4D263	SPATA48
Q7KZ85	SUPT6H
Q8IYB3	SRRM1
P78362	SRPK2
A7MD48	SRRM4
Q14140	SERTAD2
Q9UJW9	SERTAD3
A2A2V5	SERTM1
Q01130	SRSF2
O75494	SRSF10
O43805	SSNA1
Q9UNL2	SSR3
Q5T2D2	TREML2
Q99909	SSX3
O60224	SSX4
O60224	SSX4B
Q7RTT5	SSX7
Q7RTT4	SSX8P
Q7RTT3	SSX9P
Q16384	SSX1
O75897	SULT1C4
P42229	STAT5A
Q8WU08	STK32A
Q9NY57	STK32B
Q9Y365	STARD10
P0CL85	STAG3L3
Q92502	STARD8
Q9P2P6	STARD9
Q9ULZ2	STAP1
Q14849	STARD3
Q9NSY2	STARD5
Q9NQZ5	STARD7
O95793	STAU1
Q9NUL3	STAU2
Q658P3	STEAP3
Q687X5	STEAP4
Q9P246	STIM2
Q93045	STMN2
O75716	STK16
Q13043	STK4
Q9Y6E0	STK24
O43815	STRN
Q7RTU9	STRC
Q9NRL3	STRN4
P27105	STOM
Q8WXE9	STON2
Q13190	STX5
Q9UHP9	SMPX
Q6UX34	SNORC
P60880	SNAP25
Q5SQN1	SNAP47
Q13487	SNAPC2
Q6IEE8	SLFN12L
Q7KZF4	SND1
G3V0H7	SLCO1B7
Q9NYB5	SLCO1C1
Q8N9S9	SNX31
Q7Z614	SNX20
Q99523	SORT1
Q9UIG8	SLCO3A1
Q6ZQN7	SLCO4C1
Q07889	SOS1
Q96AH0	NABP1
Q8N9Q2	SREK1IP1
Q96GP6	SCARF2
P23327	HRC
P10124	SRGN
O75044	SRGAP2
O43295	SRGAP3
Q9H3Y6	SRMS
Q9UBP6	METTL1
P49458	SRP9
P09132	SRP19
P78539	SRPX
Q9UQ35	SRRM2
A6NNA2	SRRM3
Q9UH36	SRRD
Q9NUC0	SERTAD4
Q05519	SRSF11
Q13243	SRSF5
O60225	SSX5
Q8IZP2	ST13P4
Q9Y5Y6	ST14
O00338	SULT1C2
Q6IMI6	SULT1C3
Q6IMI4	SULT6B1
Q06520	SULT2A1
Q86UX6	STK32C
P51692	STAT5B
Q9BR01	SULT4A1
Q8WVM7	STAG1
O94864	SUPT7L
Q96FJ0	STAMBPL1
Q92783	STAM
O75886	STAM2
Q9UGK3	STAP2
Q96DR4	STARD4
P52630	STAT2
Q14765	STAT4
P02808	STATH
Q13285	NR5A1
O00506	STK25
Q8TDR2	STK35
Q9NRP7	STK36
P31948	STIP1
Q8N2I9	STK40
P49842	STK19
Q8TAV4	STOML3
Q9H6E5	TUT1
Q8N412	STPG2
Q9C0K7	STRADB
Q96SI9	STRBP
A6NGW2	STRCP1
Q9NZ72	STMN3
P46977	STT3A
Q9H668	STN1
Q9P2W9	STX18
Q8N4C7	STX19
Q16623	STX1A
Q5T5C0	STXBP5
Q9UNK0	STX8
Q8NFX7	STXBP6
Q8WUJ0	STYX
Q13507	TRPC3
Q8TC36	SUN5
Q53LP3	SOWAHC
A6NJG2	SOWAHD
O75683	SURF6
Q8N434	SVOPL
Q6UWL2	SUSD1
Q92537	SUSD6
Q9H4L7	SMARCAD1
O00161	SNAP23
Q9UMY4	SNX12
Q96RF0	SNX18
Q96PQ0	SORCS2
Q07890	SOS2
Q9BQ15	NABP2
Q9BVS5	TRMT61B
O60248	SOX15
Q9BT81	SOX7
Q13342	SP140
P48436	SOX9
Q9NP77	SSU72
P49888	SULT1E1
Q8TDW4	ST7L
P50225	SULT1A1
Q9HBF5	ST20
Q12815	TROAP
P0DMM9	SULT1A3
O00204	SULT2B1
Q9Y3M8	STARD13
Q9Y2H1	STK38L
P0CL84	STAG3L2
Q8TBR4	STAG3L4
Q8WWQ8	STAB2
P78524	ST5
O95630	STAMBP
Q6ZMT1	STAC2
Q96MF2	STAC3
P49675	STAR
P42224	STAT1
Q9Y2K9	STXBP5L
O95210	STBD1
Q6NZ63	STEAP1B
Q15468	STIL
Q86WV6	TMEM173
Q9UBI4	STOML1
Q9UJZ1	STOML2
Q6ZVD7	STOX1
Q8NE28	STKLD1
Q9BX79	STRA6
Q7Z7C7	STRA8
Q9H169	STMN4
O14662	STX16
P56962	STX17
Q69YW2	STUM
O75558	STX11
O15400	STX7
Q13277	STX3
Q12846	STX4
P61764	STXBP1
Q6J9G0	STYK1
Q9HAC7	SUGCT
P14410	SI
Q8IWU5	SULF2
Q8TAQ9	SUN3
Q2M3V2	SOWAHA
Q7L1I2	SV2B
Q496J9	SV2C
Q1ZZU3	SWI5
O94759	TRPM2
Q9UH65	SWAP70
Q96L08	SUSD3
Q5VX71	SUSD4
O75324	SNN
Q53HV7	SMUG1
H3BMG3	SMKR1
Q8NCR6	SMRP1
A8MU46	SMTNL1
Q8ND04	SMG8
Q99954	SMR3A
O43541	SMAD6
Q9H7B4	SMYD3
Q9Y5W9	SNX11
Q9Y5X2	SNX8
O14512	SOCS7
P46721	SLCO1A2
O94956	SLCO2B1
Q9Y343	SNX24
Q8WY21	SORCS1
Q86UG4	SLCO6A1
P35610	SOAT1
O75908	SOAT2
P41225	SOX3
Q6F5E7	TXNRD3NB
C9J1S8	TRIM49D1
C9J1S8	TRIM49D2
A6NLI5	TRIM64C
Q9P0Z9	PIPOX
O00570	SOX1
Q9H930	SP140L
Q02446	SP4
Q96R06	SPAG5
Q8IW75	SERPINA12
O75602	SPAG6
A0A1B0GVQ0	SPAAR
Q496A3	SPATS1
Q8NEY3	SPATA4
Q9NWH7	SPATA6
Q9P0W8	SPATA7
Q6RVD6	SPATA8
Q9BWV2	SPATA9
O60296	TRAK2
Q8NBT2	SPC24
Q15005	SPCS2
P61009	SPCS3
Q9HD40	SEPSECS
O43280	TREH
A6NHP3	SPDYE2B
Q15772	SPEG
I1YAP6	TRIM77
Q96RU8	TRIB1
Q6UW49	SPESP1
Q9C040	TRIM2
Q96FX7	TRMT61A
Q7Z572	SPATA21
Q8NHS9	SPATA22
Q9BR10	SPATA25
Q68D10	SPTY2D1
P63272	SUPT4H1
Q96L03	SPATA17
Q9H254	SPTBN4
Q9NRC6	SPTBN5
P11277	SPTB
O15270	SPTLC2
Q5MJ09	SPANXN3
Q5MJ08	SPANXN4
Q5MJ07	SPANXN5
O43597	SPRY2
O43610	SPRY3
P21549	AGXT
O15042	U2SURP
Q9HD15	SRA1
Q96JX3	SERAC1
Q12772	SREBF2
Q9BX66	SORBS1
O94875	SORBS2
P36956	SREBF1
Q14247	CTTN
Q8WXA9	SREK1
P84022	SMAD3
Q92540	SMG7
Q8TAD8	SNIP1
Q9HBX3	SND1-IT1
P00441	SOD1
Q9NX45	SOHLH2
Q15036	SNX17
Q9BVQ7	SPATA5L1
Q8N4H0	SPATA6L
Q86WD7	SERPINA9
Q07617	SPAG1
P48595	SERPINB10
Q96P15	SERPINB11
Q9UBP0	SPAST
P50452	SERPINB8
P50453	SERPINB9
Q15035	TRAM2
Q9H0A9	SPATC1L
Q12931	TRAP1
Q9HBM1	SPC25
Q6PIZ9	TRAT1
Q9Y6A9	SPCS1
P01850	TRBC1
P07204	THBD
Q5TCZ1	SH3PXD2A
A1X283	SH3PXD2B
Q15633	TARBP2
Q8NFV5	SPDYE1
Q495Y8	SPDYE2
Q495Y7	SPDYE7P
Q9H9C1	VIPAS39
Q9NP99	TREM1
Q9NZC2	TREM2
P08582	MELTF
P34981	TRHR
P03986	TRGC2
A0A075B6S0	TRGJ1
A0A075B6R0	TRGV2
P03979	TRGV3
A0A0C4DH28	TRGV4
A0A0B4J1U4	TRGV5
A0A0C4DH27	TRGV8
Q99603	TRGV9
Q9UKU6	TRHDE
P20396	TRH
Q96F44	TRIM11
O95361	TRIM16
Q14258	TRIM25
Q12899	TRIM26
P14373	TRIM27
Q14134	TRIM29
Q9BZY9	TRIM31
Q13049	TRIM32
Q9UPN9	TRIM33
P19623	SRM
Q9HCM9	TRIM39
Q6P9F5	TRIM40
Q8WV44	TRIM41
Q8IWZ5	TRIM42
Q96DX7	TRIM44
Q9H8W5	TRIM45
P0CI25	TRIM49
Q96A61	TRIM52
Q9BYV2	TRIM54
Q9BVG3	TRIM62
Q969Q1	TRIM63
A6NGJ6	TRIM64
Q6ZTA4	TRIM67
Q9Y4P9	SPEF1
Q6ZMU5	TRIM72
Q86UV6	TRIM74
A6NK02	TRIM75P
O43715	TRIAP1
Q96RU7	TRIB3
Q7L0X0	TRIL
Q8NA61	SPERT
O75934	BCAS2
Q8N4L4	SPEM1
Q8N0X2	SPAG16
Q6Q759	SPAG17
Q76KD6	SPATC1
Q9NZD8	SPG21
Q9UQ90	SPG7
Q01892	SPIB
Q8N0Z3	SPICE1
Q8N5J4	SPIC
Q99865	SPIN2A
Q9C035	TRIM5
Q9C029	TRIM7
Q9BZR9	TRIM8
Q8N9V2	TRIML1
Q8N7C3	TRIML2
O75962	TRIO
Q9Y657	SPIN1
Q08AE8	SPIRE1
Q8WWL2	SPIRE2
Q9BQ61	TRIR
O43278	SPINT1
O43291	SPINT2
Q2M3C7	SPHKAP
Q7Z2T5	TRMT1L
O95149	SNUPN
Q9NZQ3	NCKIPSD
Q9BUA3	SPINDOC
Q6ZMD2	SPNS3
Q9NS26	SPANXA1
Q9NS26	SPANXA2
Q9NS25	SPANXB1
Q9NY87	SPANXC
Q9BXN6	SPANXD
Q6ZMY3	SPOCD1
Q13103	SPP2
Q8TCT8	SPPL2A
Q9H4F8	SMOC1
Q9H3U7	SMOC2
Q86VZ5	SGMS1
Q9Y5W8	SNX13
O75159	SOCS5
Q5JUK2	SOHLH1
Q9Y5X1	SNX9
Q9Y6L6	SLCO1B1
Q9BQB4	SOST
Q9H3E2	SNX25
P56693	SOX10
Q969Z4	RELT
P35716	SOX11
Q8N609	TRAM1L1
P01241	GH1
A6NCK2	TRIM43B
P35711	SOX5
P35712	SOX6
Q9HB58	SP110
P62995	TRA2B
Q9H0E3	SAP130
Q8NEM7	SUPT20H
Q15506	SPA17
P01848	TRAC
Q02447	SP3
Q12933	TRAF2
Q6BEB4	SP5
Q9BUZ4	TRAF4
Q9Y4K3	TRAF6
Q8IY81	FTSJ3
Q9UPV9	TRAK1
P29508	SERPINB3
Q15629	TRAM1
P48594	SERPINB4
P36952	SERPINB5
P35237	SERPINB6
Q96I25	RBM17
Q0P670	SPEM2
A0A1B0GUW6	SPEM3
Q9C037	TRIM4
Q14159	SPIDR
Q9BPZ2	SPIN2B
Q5JUX0	SPIN3
Q56A73	SPIN4
Q14669	TRIP12
Q629K1	TRIQK
P49223	SPINT3
Q6UDR6	SPINT4
Q7Z4G4	TRMT11
Q9NUP7	TRMT13
Q9NXH9	TRMT1
Q9H2V7	SPNS1
Q8IZ69	TRMT2A
Q8IVW8	SPNS2
Q96GJ1	TRMT2B
Q9BUD6	SPON2
Q6IQ16	SPOPL
P22528	SPRR1B
P22532	SPRR2D
P22531	SPRR2E
P09486	SPARC
Q9UBC9	SPRR3
Q8NCJ5	SPRYD3
Q9UJA5	TRMT6
Q99619	SPSB2
Q96A44	SPSB4
Q9BXB7	SPATA16
Q13813	SPTAN1
O15020	SPTBN2
Q8NFR3	SPTSSB
P02549	SPTA1
Q8NHX4	SPATA3
Q8NCC5	SLC37A3
O15269	SPTLC1
Q9NUV7	SPTLC3
Q9HA92	RSAD1
Q5VWQ0	RSBN1
Q9Y285	FARSA
P78330	PSPH
O43175	PHGDH
A6NH21	SERINC4
Q7Z333	SETX
P23246	SFPQ
Q92629	SGCD
A6NKC9	SH2D7
Q5HYK7	SH3D19
Q9Y2Z0	SUGT1
Q562F6	SGO2
Q99961	SH3GL1
Q8NEM2	SHCBP1
Q96EQ0	SGTB
O43147	SGSM2
Q96HU1	SGSM3
Q99963	SH3GL3
Q9BRG2	SH2D3A
Q96B97	SH3KBP1
Q5SQS7	SH2D4B
Q8TBC3	SHKBP1
Q9Y371	SH3GLB1
Q6ZV89	SH2D5
Q9BTD1	SHANK2-AS3
Q14683	SMC1A
Q92925	SMARCD2
Q6STE5	SMARCD3
Q16637	SMN1
Q16637	SMN2
P62318	SNRPD3
A6NHR9	SMCHD1
Q9NPD5	SLCO1B3
O14543	SOCS3
Q9Y5X3	SNX5
Q9UNH7	SNX6
Q9NSU2	TREX1
Q9BQ50	TREX2
P02787	TF
P02788	LTF
P0CF51	TRGC1
Q07283	TCHH
Q9UDY6	TRIM10
O60858	TRIM13
Q14142	TRIM14
Q9C019	TRIM15
Q9Y577	TRIM17
O15344	MID1
Q8IYM9	TRIM22
P36406	TRIM23
Q9BYJ4	TRIM34
Q9UPQ4	TRIM35
Q9NQ86	TRIM36
O94972	TRIM37
O00635	TRIM38
Q96BQ3	TRIM43
Q7Z4K8	TRIM46
Q96LD4	TRIM47
Q8IWZ4	TRIM48
Q86XT4	TRIM50
Q9BSJ1	TRIM51
Q9BYV6	TRIM55
Q9BRZ2	TRIM56
Q8NG06	TRIM58
Q8IWR1	TRIM59
Q495X7	TRIM60
Q5EBN2	TRIM61
Q6PJ69	TRIM65
O15016	TRIM66
Q6AZZ1	TRIM68
Q86WT6	TRIM69
Q9C093	SPEF2
Q86UV7	TRIM73
Q92519	TRIB2
Q9UJV3	MID2
O75382	TRIM3
Q96BR1	SGK3
Q13573	SNW1
P14678	SNRPB
Q9NVS2	MRPS18A
P82909	MRPS36
O15235	MRPS12
Q66K80	RUSC1-AS1
Q8N2Y8	RUSC2
Q16799	RTN1
O95197	RTN3
Q8IZC4	RTKN2
Q5TH74	STPG1
Q05952	TNP2
Q7RTN6	STRADA
Q9Y3F4	STRAP
Q5VSL9	STRIP1
Q9ULQ0	STRIP2
P08842	STS
Q13033	STRN3
E0CX11	STMP1
Q8TCJ2	STT3B
P61266	STX1B
Q86Y82	STX12
P32856	STX2
Q6ZWJ1	STXBP4
Q15833	STXBP2
Q9Y6J8	STYXL1
P48995	TRPC1
Q9UBN4	TRPC4
Q9UL62	TRPC5
Q9Y210	TRPC6
Q9HCX4	TRPC7
Q9UBS9	SUCO
Q9BXA5	SUCNR1
Q8IX01	SUGP2
Q06330	RBPJ
Q8NBK3	SUMF1
Q8NBJ7	SUMF2
P61956	SUMO2
Q6EEV6	SUMO4
G2XKQ0	SUMO1P1
O75486	SUPT3H
M5A8F1	ERVH48-1
P51687	SUOX
Q6NVH7	SWSAP1
Q9BX26	SYCP2
Q8NET8	TRPV3
Q9NQA5	TRPV5
Q9H1D0	TRPV6
Q8WWH5	TRUB1
O95900	TRUB2
Q9UQF0	ERVW-1
Q86VQ6	TXNRD3
P07477	PRSS1
P20231	TPSB2
Q9BZJ3	TPSD1
Q15031	LARS2
Q9NX07	TRNAU1AP
A6NDD5	SYNDIG1L
P59090	TSPEAR-AS2
O43776	NARS
O15056	SYNJ2
Q6ZMZ3	SYNE3
O15061	SYNM
Q96PP4	TSGA13
Q63HK5	TSHZ3
P01222	TSHB
P16473	TSHR
Q9UJT2	TSKS
Q9H1Z9	TSPAN10
O95857	TSPAN13
Q8NG11	TSPAN14
Q96FV3	TSPAN17
P0C672	TSPAN19
Q12999	TSPAN31
Q86UF1	TSPAN33
Q9H987	SYNPO2L
O14817	TSPAN4
P62079	TSPAN5
O43657	TSPAN6
Q7L3T8	PARS2
P08247	SYP
B1AH88	TSPO
P30536	TSPO
P0CW00	TSPY8
Q2NL82	TSR1
Q9UJK0	TSR3
Q9BXA7	TSSK1B
Q96PF2	TSSK2
Q96PN8	TSSK3
Q8N6N2	TTC9B
P21579	SYT1
Q15527	SURF2
O15260	SURF4
Q8NHG7	SVIP
O43463	SUV39H1
Q9NZQ8	TRPM5
Q96A49	SYAP1
Q15431	SYCP1
P12081	HARS
P41252	IARS
Q9NSE4	IARS2
Q8NHM4	PRSS3P2
Q15661	TPSAB1
Q99816	TSG101
Q7RTX0	TAS1R3
Q96A04	TSACC
Q15046	KARS
P56192	MARS
Q92797	SYMPK
P17600	SYN1
O14994	SYN3
Q9H7C4	SYNC
O43426	SYNJ1
P49815	TSC2
Q96I59	NARS2
Q9UMS6	SYNPO2
Q9H7V2	SYNDIG1
Q8TBG9	SYNPR
Q9BZW7	TSGA10
P98066	TNFAIP6
A1L157	TSPAN11
O95859	TSPAN12
O60636	TSPAN2
Q96QS1	TSPAN32
O60637	TSPAN3
Q5VXT5	SYPL2
P19075	TSPAN8
O75954	TSPAN9
Q99598	TSNAX
Q15631	TSN
Q5TGU0	TSPO2
Q9HCF6	TRPM3
Q9BX84	TRPM6
Q96QT4	TRPM7
Q7Z2W7	TRPM8
Q8NER1	TRPV1
Q8IZU3	SYCP3
Q96GW9	MARS2
Q5SRN2	TSBP1
Q92777	SYN2
Q92574	TSC1
Q8NF91	SYNE1
Q8WXH0	SYNE2
Q8N205	SYNE4
Q9BY10	SLC46A2
Q8N3V7	SYNPO
Q8WU66	TSPEAR
Q9UMZ2	SYNRG
Q6ZSZ6	TSHZ1
Q9NRE2	TSHZ2
Q8WUA8	TSKU
Q969D9	TSLP
O95858	TSPAN15
Q9UKR8	TSPAN16
Q96SJ8	TSPAN18
O60635	TSPAN1
P41732	TSPAN7
Q96NA8	TSNARE1
Q16563	SYPL1
P07996	THBS1
P35442	THBS2
P49746	THBS3
P35443	THBS4
Q9UI38	PRSS50
Q01534	TSPY1
A6NKD2	TSPY2
P0CV98	TSPY3
P0CV99	TSPY4
Q9Y5U2	TSSC4
Q6SA08	TSSK4
Q9BXA6	TSSK6
Q9NQE7	PRSS16
Q5T7W7	TSTD2
H0UI37	TSTD3
Q9H0U9	TSPYL1
Q9UJ04	TSPYL4
Q86VY4	TSPYL5
Q8N831	TSPYL6
Q8NDW8	TTC21A
Q7Z4L5	TTC21B
Q6PF05	TTC23L
Q86WT1	TTC30A
Q8N4P2	TTC30B
Q5SRH9	TTC39A
Q96N46	TTC14
P53804	TTC3
Q6P2S7	TTC41P
O95801	TTC4
Q8N0Z6	TTC5
Q9ULT0	TTC7A
Q86TV6	TTC7B
Q92623	TTC9
Q8N5M4	TTC9C
Q5T160	RARS2
P02766	TTR
Q9UH99	SUN2
Q7L0J3	SV2A
P49588	AARS
Q9UGT4	SUSD2
Q96PV0	SYNGAP1
P47897	QARS
Q15361	TTF1
Q6NXR4	TTI2
P33981	TTK
Q8NHH1	TTLL11
O95922	TTLL1
Q9BWV7	TTLL2
Q9Y4R7	TTLL3
Q14679	TTLL4
Q6EMB2	TTLL5
A6PVC2	TTLL8
Q3SXZ7	TTLL9
Q5BVD1	TTMP
Q9BTX7	TTPAL
P26651	ZFP36
P49591	SARS
Q12792	TWF1
Q6IBS0	TWF2
Q17RD7	SYT16
Q9BSW7	SYT17
Q6XYQ8	SYT10
O00445	SYT5
Q7L8C5	SYT13
C9JJH3	USP17L10
C9JVI0	USP17L11
C9JLJ4	USP17L13
O95425	SVIL
Q8N4V2	SVOP
Q15022	SUZ12
Q7Z4N2	TRPM1
Q58G82	SYT14P1
Q5T5J6	SWT1
Q9Y5S1	TRPV2
Q16881	TXNRD1
Q9NNW7	TXNRD2
P07478	PRSS2
P35030	PRSS3
P57105	SYNJ2BP
Q9NRR2	TPSG1
Q7RTX1	TAS1R1
Q8TE23	TAS1R2
Q9P2J5	LARS
O94901	SUN1
A6NEL2	SOWAHB
Q8IYB8	SUPV3L1
Q5JTZ9	AARS2
Q9UHF7	TRPS1
Q9HBA0	TRPV4
P60508	ERVFRD-1
Q9Y4A5	TRRAP
O43156	TTI1
Q9BSA4	TTYH2
Q9C0H2	TTYH3
P50607	TUB
Q9NNX1	TUFT1
O75896	TUSC2
Q13454	TUSC3
Q9GZX9	TWSG1
Q8WVJ9	TWIST2
Q86SS6	SYT9
A2RUC4	TYW5
Q13432	UNC119
D6RCP7	USP17L19
P26640	VARS
Q9BVX2	TMEM106C
Q9Y5J6	TIMM10B
Q3SY00	TSGA10IP
Q9BXJ8	TMEM120A
Q8WVE7	TMEM170A
Q9NUM4	TMEM106B
Q8IUX1	TMEM126B
Q99576	TSC22D3
Q9Y519	TMEM184B
Q96EM0	L3HYPDH
Q08AM6	VAC14
P0CW01	TSPY10
Q969E8	TSR2
Q8NFU3	TSTD1
Q9H489	TSPY26P
Q9H2G4	TSPYL2
Q5VTQ0	TTC39B
Q8N584	TTC39C
Q5TCY1	TTBK1
Q6IQ55	TTBK2
Q9H892	TTC12
Q8NBP0	TTC13
Q8NEE8	TTC16
Q96AE7	TTC17
Q6DKK2	TTC19
Q99614	TTC1
Q5TAA0	TTC22
Q5W5X9	TTC23
A2A3L6	TTC24
Q96NG3	TTC25
Q6P3X3	TTC27
Q96AY4	TTC28
Q8NA56	TTC29
Q49AM3	TTC31
Q5I0X7	TTC32
Q6PID6	TTC33
A8MYJ7	TTC34
A6NLP5	TTC36
Q6PGP7	TTC37
Q5R3I4	TTC38
Q86TZ1	TTC6
Q8TAM2	TTC8
P54136	RARS
Q9UNY4	TTF2
Q6ZVT0	TTLL10
Q14166	TTLL12
A6NNM8	TTLL13P
Q8N841	TTLL6
Q6ZT98	TTLL7
Q8N2H4	SYS1
Q8NG68	TTL
Q9NP81	SARS2
P49638	TTPA
Q9BZA0	TTTY10
Q9BZ98	TTTY12
Q9BZ97	TTTY13
Q9H313	TTYH1
Q2TAM9	TUSC1
Q8IYJ3	SYTL1
Q9HCH5	SYTL2
Q8N9I0	SYT2
Q9H2B2	SYT4
P10074	ZBTB48
A6NIH7	UNC119B
Q86TM6	SYVN1
D6R9N7	USP17L18
Q9Y2Z4	YARS2
A6NC51	TMEM150B
A6NKL6	TMEM200C
Q15714	TSC22D1
Q7Z7N9	TMEM179B
Q6ZMB5	TMEM184A
Q9NVA4	TMEM184C
Q9BRV3	SLC50A1
Q8N300	SVBP
Q4LDE5	SVEP1
Q8TD43	TRPM4
Q9H5I1	SUV39H2
O60279	SUSD5
Q5JPH6	EARS2
P49590	HARS2
Q15672	TWIST1
P19971	TYMP
Q6IPR3	TYW3
O60294	LCMT2
P25490	YY1
Q5ST30	VARS2
A6NCW0	USP17L3
A8MUK1	USP17L5
Q9NUJ3	TCP11L1
B4DZS4	TCP11X1
Q86TG1	TMEM150A
Q5T4T1	TMEM170B
Q69YZ2	TMEM200B
Q96HP8	TMEM176A
Q3YBM2	TMEM176B
H3BS89	TMEM178B
Q1AE95	TMEM183B
O15342	ATP6V0E1
P48775	TDO2
P59539	TAS2R45
P59540	TAS2R46
Q9NYW0	TAS2R10
Q9Y2B4	TP53TG5
Q96A56	TP53INP1
P59536	TAS2R41
Q12962	TAF10
P37802	TAGLN2
P49848	TAF6
Q8N103	TAGAP
Q5H9L4	TAF7L
Q6P1X5	TAF2
Q70YC4	ZNF365
Q9NQC3	RTN4
Q96EL2	MRPS24
Q9Y3I0	RTCB
Q96T51	RUFY1
Q8WXA3	RUFY2
Q6P087	RPUSD3
Q5JRV8	TMEM255A
Q8WV15	TMEM255B
P40200	CD96
Q9Y230	RUVBL2
O75478	TADA2A
Q8N1F8	STK11IP
P48443	RXRG
Q9HBX9	RXFP1
Q9HCY8	S100A14
O15245	SLC22A1
Q8IZD6	SLC22A15
Q8N413	SLC25A45
Q96AG3	SLC25A46
Q5VU36	SPATA31A5
Q8NG04	SLC26A10
Q63ZE4	SLC22A10
Q9UGH3	SLC23A2
Q8IXU6	SLC35F2
Q6ICL7	SLC35E4
Q969I6	SLC38A4
P50443	SLC26A2
Q9NVC3	SLC38A7
Q13433	SLC39A6
Q92504	SLC39A7
Q8WUM9	SLC20A1
Q9C0K1	SLC39A8
